Load_kW
" 19,211 "
" 19,898 "
" 19,748 "
" 20,469 "
" 19,992 "
" 18,946 "
" 19,766 "
" 21,091 "
" 19,325 "
" 18,778 "
" 20,226 "
" 18,963 "
" 18,157 "
" 20,590 "
" 20,219 "
" 19,498 "
" 20,095 "
" 19,943 "
" 18,657 "
" 19,709 "
" 20,458 "
" 19,603 "
" 19,119 "
" 18,019 "
" 17,039 "
" 17,650 "
" 18,688 "
" 18,411 "
" 17,194 "
" 17,843 "
" 18,008 "
" 17,172 "
" 17,931 "
" 18,123 "
" 17,226 "
" 17,557 "
" 17,697 "
" 18,125 "
" 18,482 "
" 20,342 "
" 19,874 "
" 18,638 "
" 19,164 "
" 19,987 "
" 19,482 "
" 19,887 "
" 19,919 "
" 17,949 "
" 17,586 "
" 18,834 "
" 18,415 "
" 18,535 "
" 18,778 "
" 18,468 "
" 17,575 "
" 18,587 "
" 19,029 "
" 18,051 "
" 18,174 "
" 18,483 "
" 17,474 "
" 18,846 "
" 19,957 "
" 20,092 "
" 18,985 "
" 19,674 "
" 19,455 "
" 18,983 "
" 19,444 "
" 19,907 "
" 19,010 "
" 18,872 "
" 18,360 "
" 18,659 "
" 18,635 "
" 19,591 "
" 19,439 "
" 18,711 "
" 19,084 "
" 19,581 "
" 18,926 "
" 18,567 "
" 18,410 "
" 17,467 "
" 17,627 "
" 18,994 "
" 18,468 "
" 18,261 "
" 19,153 "
" 18,592 "
" 18,216 "
" 18,916 "
" 19,154 "
" 18,395 "
" 19,139 "
" 19,183 "
" 17,672 "
" 19,015 "
" 19,909 "
" 19,551 "
" 18,915 "
" 18,847 "
" 18,681 "
" 19,078 "
" 19,889 "
" 18,844 "
" 18,374 "
" 19,429 "
" 19,357 "
" 19,737 "
" 20,559 "
" 20,407 "
" 20,071 "
" 19,782 "
" 19,623 "
" 19,454 "
" 18,916 "
" 20,331 "
" 19,884 "
" 18,069 "
" 18,096 "
" 19,690 "
" 18,808 "
" 19,687 "
" 18,998 "
" 18,282 "
" 18,811 "
" 19,574 "
" 18,820 "
" 18,036 "
" 18,813 "
" 19,345 "
" 18,490 "
" 20,271 "
" 20,659 "
" 20,538 "
" 21,349 "
" 21,397 "
" 21,353 "
" 21,641 "
" 22,640 "
" 21,859 "
" 20,598 "
" 21,009 "
" 19,379 "
" 19,513 "
" 19,989 "
" 20,089 "
" 19,405 "
" 20,341 "
" 19,977 "
" 19,236 "
" 19,791 "
" 20,027 "
" 19,372 "
" 18,658 "
" 18,952 "
" 19,342 "
" 19,598 "
" 20,757 "
" 20,561 "
" 20,185 "
" 21,632 "
" 22,376 "
" 21,248 "
" 21,210 "
" 21,366 "
" 19,783 "
" 18,475 "
" 19,345 "
" 19,215 "
" 18,748 "
" 20,214 "
" 19,372 "
" 17,980 "
" 19,001 "
" 19,468 "
" 18,469 "
" 18,862 "
" 19,786 "
" 19,205 "
" 19,678 "
" 20,972 "
" 21,185 "
" 20,405 "
" 20,856 "
" 20,961 "
" 19,582 "
" 20,026 "
" 20,063 "
" 19,459 "
" 17,924 "
" 17,720 "
" 17,981 "
" 17,845 "
" 19,482 "
" 19,114 "
" 17,549 "
" 18,427 "
" 19,079 "
" 18,154 "
" 18,667 "
" 18,659 "
" 18,142 "
" 18,713 "
" 20,441 "
" 19,894 "
" 19,899 "
" 20,671 "
" 20,673 "
" 20,071 "
" 21,261 "
" 21,551 "
" 21,019 "
" 21,337 "
" 20,514 "
" 18,480 "
" 19,556 "
" 20,280 "
" 19,864 "
" 18,791 "
" 19,499 "
" 19,356 "
" 18,749 "
" 19,350 "
" 19,287 "
" 18,614 "
" 19,056 "
" 18,974 "
" 18,903 "
" 19,424 "
" 21,733 "
" 20,625 "
" 19,729 "
" 19,914 "
" 20,878 "
" 21,033 "
" 22,423 "
" 21,798 "
" 20,095 "
" 19,705 "
" 20,788 "
" 20,101 "
" 20,032 "
" 20,216 "
" 18,973 "
" 17,159 "
" 17,688 "
" 17,297 "
" 15,916 "
" 16,742 "
" 16,626 "
" 14,774 "
" 16,622 "
" 16,927 "
" 16,699 "
" 16,378 "
" 16,736 "
" 16,548 "
" 16,789 "
" 17,904 "
" 17,543 "
" 16,750 "
" 17,956 "
" 17,194 "
" 17,175 "
" 18,254 "
" 18,598 "
" 18,063 "
" 17,858 "
" 17,963 "
" 18,425 "
" 18,616 "
" 19,140 "
" 18,596 "
" 17,606 "
" 18,806 "
" 20,196 "
" 19,608 "
" 20,367 "
" 20,265 "
" 19,018 "
" 19,512 "
" 20,767 "
" 20,090 "
" 19,878 "
" 20,486 "
" 18,927 "
" 16,771 "
" 18,624 "
" 18,516 "
" 18,493 "
" 18,871 "
" 18,390 "
" 17,465 "
" 17,915 "
" 18,776 "
" 17,709 "
" 16,492 "
" 18,560 "
" 18,374 "
" 18,351 "
" 19,648 "
" 20,031 "
" 18,403 "
" 19,413 "
" 19,318 "
" 18,568 "
" 19,241 "
" 20,199 "
" 18,676 "
" 17,406 "
" 17,686 "
" 18,262 "
" 17,994 "
" 19,131 "
" 18,449 "
" 17,246 "
" 18,213 "
" 18,711 "
" 18,077 "
" 17,721 "
" 17,872 "
" 18,277 "
" 17,479 "
" 19,380 "
" 20,213 "
" 19,046 "
" 20,252 "
" 20,006 "
" 18,131 "
" 19,202 "
" 20,091 "
" 19,029 "
" 18,834 "
" 19,014 "
" 17,120 "
" 18,046 "
" 19,525 "
" 19,113 "
" 17,835 "
" 18,947 "
" 18,986 "
" 17,901 "
" 18,413 "
" 18,388 "
" 17,839 "
" 18,590 "
" 18,929 "
" 19,290 "
" 19,252 "
" 21,850 "
" 20,409 "
" 18,864 "
" 19,845 "
" 21,121 "
" 20,170 "
" 20,437 "
" 20,483 "
" 18,788 "
" 18,221 "
" 19,305 "
" 18,723 "
" 18,927 "
" 20,181 "
" 18,807 "
" 17,777 "
" 19,302 "
" 18,433 "
" 17,868 "
" 18,489 "
" 18,106 "
" 17,422 "
" 18,291 "
" 19,228 "
" 18,785 "
" 17,596 "
" 18,214 "
" 18,106 "
" 18,083 "
" 18,683 "
" 18,350 "
" 17,066 "
" 16,589 "
" 16,388 "
" 16,020 "
" 17,033 "
" 18,378 "
" 17,525 "
" 16,632 "
" 18,093 "
" 18,141 "
" 17,579 "
" 18,530 "
" 17,663 "
" 17,259 "
" 18,057 "
" 19,302 "
" 18,883 "
" 19,529 "
" 19,837 "
" 19,597 "
" 19,258 "
" 20,611 "
" 20,676 "
" 19,703 "
" 20,431 "
" 20,098 "
" 18,340 "
" 19,784 "
" 20,343 "
" 19,512 "
" 18,540 "
" 18,942 "
" 18,483 "
" 18,593 "
" 19,512 "
" 18,169 "
" 16,650 "
" 17,105 "
" 15,699 "
" 16,114 "
" 16,873 "
" 17,390 "
" 17,130 "
" 16,645 "
" 17,140 "
" 17,057 "
" 17,178 "
" 17,809 "
" 17,622 "
" 16,177 "
" 16,676 "
" 18,549 "
" 17,914 "
" 18,430 "
" 18,353 "
" 17,469 "
" 17,709 "
" 18,732 "
" 18,023 "
" 17,467 "
" 18,769 "
" 18,507 "
" 17,647 "
" 19,631 "
" 19,551 "
" 19,533 "
" 19,985 "
" 18,871 "
" 19,268 "
" 19,054 "
" 19,898 "
" 19,198 "
" 18,282 "
" 17,982 "
" 17,374 "
" 17,653 "
" 18,478 "
" 18,707 "
" 17,902 "
" 17,990 "
" 17,818 "
" 17,425 "
" 17,800 "
" 18,573 "
" 17,740 "
" 17,114 "
" 17,985 "
" 18,926 "
" 18,610 "
" 20,075 "
" 19,421 "
" 18,612 "
" 19,285 "
" 19,930 "
" 18,979 "
" 18,996 "
" 19,189 "
" 18,507 "
" 16,836 "
" 18,510 "
" 18,410 "
" 18,048 "
" 18,693 "
" 17,967 "
" 17,521 "
" 18,144 "
" 18,952 "
" 17,797 "
" 17,212 "
" 18,144 "
" 17,092 "
" 18,089 "
" 19,035 "
" 19,146 "
" 18,210 "
" 19,588 "
" 19,559 "
" 18,779 "
" 19,303 "
" 19,789 "
" 19,146 "
" 18,885 "
" 17,531 "
" 18,243 "
" 18,759 "
" 20,503 "
" 19,468 "
" 18,009 "
" 18,521 "
" 19,809 "
" 19,395 "
" 18,743 "
" 18,924 "
" 18,876 "
" 18,523 "
" 20,616 "
" 20,161 "
" 19,942 "
" 21,455 "
" 21,253 "
" 19,728 "
" 20,985 "
" 21,261 "
" 21,652 "
" 21,278 "
" 20,605 "
" 18,972 "
" 19,558 "
" 20,665 "
" 20,053 "
" 18,868 "
" 19,160 "
" 19,138 "
" 18,995 "
" 19,378 "
" 19,397 "
" 19,342 "
" 19,679 "
" 19,498 "
" 19,999 "
" 20,741 "
" 23,152 "
" 22,170 "
" 20,682 "
" 21,280 "
" 21,560 "
" 21,536 "
" 21,871 "
" 21,668 "
" 19,968 "
" 19,184 "
" 20,555 "
" 20,078 "
" 19,702 "
" 11,808 "
" 11,998 "
" 11,379 "
" 11,700 "
" 12,846 "
" 12,045 "
" 11,739 "
" 12,743 "
" 13,476 "
" 14,008 "
" 14,456 "
" 14,906 "
" 14,022 "
" 14,787 "
" 16,065 "
" 16,360 "
" 15,639 "
" 17,365 "
" 17,097 "
" 16,146 "
" 15,902 "
" 16,638 "
" 17,221 "
" 18,298 "
" 17,996 "
" 17,284 "
" 17,558 "
" 18,516 "
" 18,050 "
" 17,123 "
" 17,664 "
" 18,154 "
" 18,279 "
" 18,467 "
" 18,760 "
" 18,783 "
" 18,605 "
" 18,197 "
" 17,826 "
" 18,050 "
" 18,656 "
" 18,422 "
" 17,820 "
" 18,185 "
" 17,286 "
" 17,882 "
" 18,236 "
" 18,235 "
" 17,451 "
" 17,362 "
" 18,002 "
" 17,222 "
" 17,153 "
" 17,859 "
" 17,779 "
" 17,514 "
" 17,399 "
" 17,467 "
" 17,525 "
" 18,530 "
" 18,844 "
" 17,789 "
" 17,778 "
" 18,430 "
" 18,078 "
" 17,748 "
" 18,650 "
" 18,207 "
" 18,409 "
" 19,501 "
" 18,905 "
" 18,700 "
" 18,608 "
" 18,587 "
" 18,095 "
" 18,086 "
" 18,736 "
" 18,073 "
" 18,040 "
" 18,180 "
" 17,992 "
" 18,560 "
" 19,260 "
" 19,671 "
" 18,434 "
" 18,847 "
" 19,813 "
" 20,864 "
" 20,000 "
" 19,572 "
" 19,412 "
" 19,641 "
" 19,371 "
" 19,301 "
" 19,151 "
" 20,094 "
" 19,909 "
" 18,532 "
" 18,889 "
" 18,613 "
" 18,543 "
" 18,305 "
" 18,334 "
" 18,214 "
" 18,292 "
" 20,013 "
" 20,864 "
" 20,794 "
" 22,140 "
" 22,202 "
" 23,051 "
" 23,039 "
" 23,306 "
" 23,537 "
" 22,931 "
" 22,175 "
" 20,562 "
" 19,453 "
" 20,116 "
" 20,121 "
" 19,067 "
" 18,920 "
" 18,789 "
" 18,787 "
" 18,537 "
" 18,022 "
" 16,884 "
" 17,822 "
" 18,453 "
" 18,610 "
" 18,604 "
" 19,604 "
" 19,485 "
" 19,190 "
" 19,656 "
" 19,119 "
" 19,020 "
" 19,481 "
" 18,905 "
" 17,465 "
" 17,354 "
" 19,022 "
" 18,074 "
" 17,245 "
" 17,195 "
" 16,768 "
" 15,974 "
" 17,011 "
" 16,312 "
" 15,524 "
" 15,609 "
" 15,962 "
" 15,540 "
" 16,522 "
" 17,277 "
" 18,081 "
" 17,513 "
" 18,507 "
" 18,054 "
" 18,043 "
" 19,878 "
" 18,767 "
" 17,869 "
" 17,447 "
" 17,741 "
" 18,355 "
" 18,125 "
" 18,116 "
" 17,367 "
" 16,924 "
" 17,809 "
" 17,200 "
" 16,613 "
" 17,804 "
" 17,299 "
" 17,126 "
" 17,825 "
" 18,127 "
" 18,183 "
" 17,520 "
" 17,321 "
" 17,202 "
" 17,872 "
" 18,956 "
" 18,089 "
" 17,606 "
" 18,067 "
" 17,619 "
" 16,933 "
" 17,470 "
" 17,939 "
" 17,710 "
" 17,791 "
" 18,138 "
" 17,405 "
" 17,623 "
" 18,255 "
" 17,859 "
" 17,209 "
" 17,279 "
" 17,287 "
" 17,303 "
" 17,776 "
" 18,197 "
" 17,180 "
" 17,397 "
" 18,128 "
" 17,408 "
" 17,466 "
" 18,167 "
" 17,930 "
" 17,241 "
" 17,182 "
" 17,679 "
" 17,572 "
" 18,491 "
" 18,246 "
" 17,156 "
" 17,236 "
" 18,012 "
" 17,902 "
" 17,545 "
" 17,606 "
" 17,197 "
" 17,473 "
" 17,800 "
" 18,272 "
" 18,273 "
" 18,403 "
" 18,668 "
" 18,018 "
" 18,079 "
" 18,465 "
" 18,311 "
" 18,167 "
" 18,455 "
" 17,391 "
" 18,248 "
" 19,378 "
" 18,702 "
" 17,329 "
" 17,808 "
" 18,154 "
" 18,151 "
" 17,883 "
" 17,967 "
" 18,066 "
" 18,471 "
" 19,095 "
" 17,728 "
" 18,686 "
" 20,151 "
" 19,443 "
" 19,276 "
" 19,392 "
" 20,120 "
" 19,868 "
" 20,073 "
" 19,773 "
" 18,480 "
" 18,141 "
" 19,319 "
" 19,075 "
" 18,271 "
" 18,843 "
" 18,814 "
" 17,134 "
" 17,890 "
" 18,075 "
" 16,998 "
" 17,861 "
" 18,451 "
" 17,667 "
" 18,965 "
" 20,554 "
" 21,518 "
" 20,844 "
" 20,872 "
" 20,965 "
" 20,320 "
" 20,808 "
" 20,364 "
" 19,220 "
" 19,660 "
" 18,731 "
" 18,450 "
" 18,683 "
" 19,410 "
" 19,127 "
" 18,214 "
" 18,373 "
" 18,204 "
" 17,664 "
" 18,576 "
" 18,475 "
" 17,963 "
" 18,587 "
" 20,125 "
" 20,192 "
" 20,528 "
" 21,119 "
" 20,529 "
" 20,363 "
" 21,516 "
" 21,066 "
" 19,875 "
" 20,591 "
" 20,231 "
" 18,254 "
" 19,031 "
" 19,803 "
" 19,796 "
" 19,285 "
" 19,261 "
" 18,943 "
" 18,913 "
" 19,806 "
" 18,819 "
" 18,069 "
" 18,780 "
" 19,567 "
" 19,681 "
" 20,086 "
" 21,751 "
" 20,494 "
" 19,604 "
